cn_id,split,hateSpeech,counterSpeech,cs_keywords_score,cs_keywords_frequency,sorted_cs_keywords,hs_keywords,hs_keywords_score,hs_keywords_frequency,sorted_hs_keywords,sorted_generated_cn_keywords,generated_cn_keywords
ENT1ST0022HS0097CN001217,train,Every Muslim is a potential terrorist.,But not the ones that fought and died for Britain in both wars and all wars after.,"105.26299999999999, 52.632","2, 1","wars', 'britain'","potential terrorist, muslim","333.333, 166.667","1, 1","potential terrorist, muslim",,
ENT1ST0022HS0097CN001218,train,Every Muslim is a potential terrorist.,Why would you stereotype and generalise an entire community for actions of a few?,"450.0, 300.0, 71.429","1, 1, 2001","community for actions', 'stereotype', 'entire community'","potential terrorist, muslim","333.333, 166.667","1, 1","potential terrorist, muslim",,
ENT1ST0022HS0097CN001219,train,Every Muslim is a potential terrorist.,Any individual may become a terrorist. Religious beliefs do not play part in this.,"133.333, 66.667","1, 1","religious beliefs', 'terrorist'","potential terrorist, muslim","333.333, 166.667","1, 1","potential terrorist, muslim",,
ENT1ST0022HS0097CN001220,train,Every Muslim is a potential terrorist.,Every Muslim is a potential peace advocate as well.,"500.0, 166.667","1, 1","potential peace advocate', 'muslim'","potential terrorist, muslim","333.333, 166.667","1, 1","potential terrorist, muslim",,
ENT1ST0022HS0097CN001221,train,Every Muslim is a potential terrorist.,"Every Muslim is also a potential peacemaker, doctor, philanthropist. What is your point?","125.0, 62.5, 62.5, 62.5, 62.5","1, 1, 1, 1, 1","potential peacemaker', 'philanthropist', 'doctor', 'point', 'muslim'","potential terrorist, muslim","333.333, 166.667","1, 1","potential terrorist, muslim",,
ENT1ST0022HS0097CN001222,train,Every Muslim is a potential terrorist.,So 1.6 billion people could be terrorists?,"111.111, 111.111","1, 1","terrorists', 'people'","potential terrorist, muslim","333.333, 166.667","1, 1","potential terrorist, muslim",,
ENT1ST0022HS0130CN001186,train,To the minister: start counteracting terror and crisis caused by Islam! Stop burying your heads in sand.,Can you give any specific appearances of terror and crisis? I do not see it in our society.,"157.895, 105.26299999999999, 52.632, 52.632","1, 1, 1, 1","appearances of terror', 'specific appearances', 'crisis', 'society'","heads in sand, counteracting, islam, crisis, terror, minister, burying","157.895, 52.632, 52.632, 52.632, 52.632, 52.632, 52.632","1, 1, 1, 1, 1, 1, 1","heads in sand, counteracting, burying, crisis, minister, terror, islam",,
ENT1ST0023HS0009CN001256,train,"Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.","Violating of right for underrepresented communities (homosexuals, women, disabled people) takes place everywhere, and many native Western people are also held accountable for it. Oppressing rights is not the feature of Islam but of our society in general.","108.10799999999999, 108.10799999999999, 81.081, 54.053999999999995, 27.026999999999997, 27.026999999999997, 27.026999999999997, 27.026999999999997, 27.026999999999997, 27.026999999999997, 27.026999999999997, 27.026999999999997","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","many native western people', 'right for underrepresented communities', 'feature of islam', 'accountable', 'violating', 'disabled people', 'oppressing', 'homosexuals', 'rights', 'place', 'society', 'women'","""society s tolerance"", liberal double standards, government, other cultures, homosexuals, responsible, submitting, women, people, muslims","217.24099999999999, 103.448, 72.414, 68.96600000000001, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004","1, 1, 1, 1, 1, 1, 1, 1, 1, 1","""society s tolerance"", liberal double standards, responsible, submitting, homosexuals, other cultures, people, government, women, muslims",,
ENT1ST0023HS0009CN001257,train,"Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.","I think you'd be surprised at the number of similarities Islam shares with Christianity. It teaches love and forgiveness, not oppression.","200.0, 150.0, 150.0, 105.0, 105.0, 50.0","1, 1, 1, 1, 1, 1","number of similarities islam', 'it teaches love', 'similarities islam shares', 'forgiveness', 'oppression', 'christianity'","""society s tolerance"", liberal double standards, government, other cultures, homosexuals, responsible, submitting, women, people, muslims","217.24099999999999, 103.448, 72.414, 68.96600000000001, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004","1, 1, 1, 1, 1, 1, 1, 1, 1, 1","""society s tolerance"", liberal double standards, responsible, submitting, homosexuals, other cultures, people, government, women, muslims",,
ENT1ST0023HS0009CN001258,train,"Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.",Sounds more like the Catholic church to me #pope#childabuse #InquiryCSA.,"181.81799999999998, 90.90899999999999","1, 1","inquirycsa', 'catholic church'","""society s tolerance"", liberal double standards, government, other cultures, homosexuals, responsible, submitting, women, people, muslims","217.24099999999999, 103.448, 72.414, 68.96600000000001, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004","1, 1, 1, 1, 1, 1, 1, 1, 1, 1","""society s tolerance"", liberal double standards, responsible, submitting, homosexuals, other cultures, people, government, women, muslims",,
ENT1ST0023HS0009CN001259,train,"Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.",The opposite of oppression is choice the vast majority of Muslim women in Britain have choice.,"763.6360000000001, 381.81800000000004, 272.72700000000003, 272.72700000000003, 181.81799999999998","1, 1, 1, 1, 2","women in britain', 'opposite of oppression', 'majority of muslim women', 'choice', 'vast majority'","""society s tolerance"", liberal double standards, government, other cultures, homosexuals, responsible, submitting, women, people, muslims","217.24099999999999, 103.448, 72.414, 68.96600000000001, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004","1, 1, 1, 1, 1, 1, 1, 1, 1, 1","""society s tolerance"", liberal double standards, responsible, submitting, homosexuals, other cultures, people, government, women, muslims",,
ENT1ST0023HS0009CN001260,train,"Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.",Sweeping statement about an entire faith.,"840.0, 400.0","1, 1","sweeping statement', 'entire faith'","""society s tolerance"", liberal double standards, government, other cultures, homosexuals, responsible, submitting, women, people, muslims","217.24099999999999, 103.448, 72.414, 68.96600000000001, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004","1, 1, 1, 1, 1, 1, 1, 1, 1, 1","""society s tolerance"", liberal double standards, responsible, submitting, homosexuals, other cultures, people, government, women, muslims",,
ENT1ST0023HS0009CN001261,train,"Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.",So answer hatred with hatred?,"500.0, 166.667","1, 1","hatred with hatred', 'hatred'","""society s tolerance"", liberal double standards, government, other cultures, homosexuals, responsible, submitting, women, people, muslims","217.24099999999999, 103.448, 72.414, 68.96600000000001, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004","1, 1, 1, 1, 1, 1, 1, 1, 1, 1","""society s tolerance"", liberal double standards, responsible, submitting, homosexuals, other cultures, people, government, women, muslims",,
ENT1ST0023HS0009CN001262,train,"Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.","How exactly is the government submitting to this? I do not see Muslims oppressing these groups and this being tolerated, in fact it seems Muslims are the group being oppressed and vilified.","135.484, 96.774, 64.516, 64.516, 32.258","1, 1, 1, 1, 1","government submitting', 'it seems muslims', 'group being', 'muslims oppressing', 'groups'","""society s tolerance"", liberal double standards, government, other cultures, homosexuals, responsible, submitting, women, people, muslims","217.24099999999999, 103.448, 72.414, 68.96600000000001, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004","1, 1, 1, 1, 1, 1, 1, 1, 1, 1","""society s tolerance"", liberal double standards, responsible, submitting, homosexuals, other cultures, people, government, women, muslims",,
ENT1ST0023HS0009CN001263,train,"Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.","We could easily substitute the word 'Christians' for the word 'Muslims' in this sentence, without it losing any meaning, since this is as much an issue about 'fundmentalism' as any particular faith.","51.22, 51.22, 48.78, 48.78, 24.39, 24.39, 24.39, 24.39, 24.39","1, 1, 2, 1, 1, 1, 1, 1, 1","fundmentalism', 'losing', 'meaning', 'sentence', 'word', 'particular faith', 'issue', 'christians', 'muslims'","""society s tolerance"", liberal double standards, government, other cultures, homosexuals, responsible, submitting, women, people, muslims","217.24099999999999, 103.448, 72.414, 68.96600000000001, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004","1, 1, 1, 1, 1, 1, 1, 1, 1, 1","""society s tolerance"", liberal double standards, responsible, submitting, homosexuals, other cultures, people, government, women, muslims",,
ENT1ST0023HS0009CN001264,train,"Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.","If we ignore what fundamentalists of other faiths practice in relation to LGBT and Women's rights, are we not also guilty of double standards?","200.0, 150.0, 150.0, 105.0, 100.0, 50.0, 50.0","1, 1, 1, 1, 1, 1, 1","fundamentalists of other faiths', '""women s rights""', 'other faiths practice', 'relation', 'lgbt', 'double standards', 'guilty'","""society s tolerance"", liberal double standards, government, other cultures, homosexuals, responsible, submitting, women, people, muslims","217.24099999999999, 103.448, 72.414, 68.96600000000001, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004","1, 1, 1, 1, 1, 1, 1, 1, 1, 1","""society s tolerance"", liberal double standards, responsible, submitting, homosexuals, other cultures, people, government, women, muslims",,
ENT1ST0023HS0009CN001265,train,"Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.","[link to Raheem Stirling article or other biased media example] Media bias against the Muslim community has been going on for years, do not be fooled by it any more.","155.556, 111.111, 74.074, 74.074, 37.037, 37.037","1, 1, 1, 1, 1, 1","raheem stirling article', 'media example', 'media bias', 'muslim community', 'link', 'years'","""society s tolerance"", liberal double standards, government, other cultures, homosexuals, responsible, submitting, women, people, muslims","217.24099999999999, 103.448, 72.414, 68.96600000000001, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004","1, 1, 1, 1, 1, 1, 1, 1, 1, 1","""society s tolerance"", liberal double standards, responsible, submitting, homosexuals, other cultures, people, government, women, muslims",,
ENT1ST0023HS0009CN001266,train,"Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.","Is there any evidence of muslim immigrants oppressing anyone? I would like to see the official statistics for it, in particular for our country (not muslim world in general).","311.111, 74.074, 74.074, 37.037, 37.037","1, 1, 1, 1, 1","evidence of muslim immigrants', 'muslim world', 'official statistics', 'oppressing', 'country'","""society s tolerance"", liberal double standards, government, other cultures, homosexuals, responsible, submitting, women, people, muslims","217.24099999999999, 103.448, 72.414, 68.96600000000001, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004, 34.483000000000004","1, 1, 1, 1, 1, 1, 1, 1, 1, 1","""society s tolerance"", liberal double standards, responsible, submitting, homosexuals, other cultures, people, government, women, muslims",,
